,FUEL    ,00,0120  1      ,0
,FUEL    ,00,0120  2  2   ,0
,FUEL    ,00,0120  4      ,0
,FUEL    ,00,0120  6      ,0
,FUEL    ,00,0160  4      ,1
,FUEL    ,00,0285701      ,1
,FUEL    ,00,0285706      ,1
,FUEL    ,00,0285709      ,1
,FUEL    ,00,0285715      ,1
,FUEL    ,00,0327 70  1   ,1
,FUEL    ,00,0327 70  4   ,1
,FUEL    ,00,0327 70  5   ,1
,FUEL    ,00,0327 70  7   ,1
,FUEL    ,00,0334  1 13   ,0
,FUEL    ,00,0334  1 14   ,0
,FUEL    ,00,0334  1 23   ,0
,FUEL    ,00,0334  1 24   ,0
,FUEL    ,00,0334  1 25   ,0
,FUEL    ,00,0337  7  5   ,0
,FUEL    ,00,0337  7  6   ,0
,FUEL    ,00,0337  7  7   ,0
,FUEL    ,00,0337  7 20   ,0
,FUEL    ,00,0337  7 21   ,0
,FUEL    ,00,0337  7 22   ,0
,FUEL    ,00,0339  1      ,0
,PT_BITME,00,0331  2      ,1
,PT_BITME,00,0332  2  7   ,1
,PT_BITME,00,0332  2  8   ,1
,PT_BITME,00,0333  2  8   ,1
,PT_BITME,00,0333  2  9   ,1
,PT_BITME,00,0334  1  1   ,1
,PT_BITME,00,0334  1  2   ,1
,PT_BITME,00,0334  1  3   ,1
,PT_BITME,00,0334  1  4   ,1
,PT_BITME,00,0334  1  5   ,1
,PT_BITME,00,0334  1  6   ,1
,PT_BITME,00,0334  1  7   ,1
,PT_BITME,00,0334  1 11   ,1
,PT_BITME,00,0334  1 12   ,1
,PT_BITME,00,0334  1 13   ,1
,PT_BITME,00,0334  1 14   ,1
,PT_BITME,00,0334  1 15   ,1
,PT_BITME,00,0334  1 21   ,1
,PT_BITME,00,0334  1 22   ,1
,PT_BITME,00,0334  1 23   ,1
,PT_BITME,00,0334  1 24   ,1
,PT_BITME,00,0334  1 25   ,1
,PT_BITME,00,0334 21 10   ,1
,PT_BITME,00,0334 21 12   ,1.25
,PT_BITME,00,0334 21 14   ,1.5
,PT_BITME,00,0334 21 20   ,2
,PT_BITME,00,0334 21 24   ,2.5
,PT_BITME,00,0334 21 30   ,3
,PT_BITME,00,0334 22  8   ,0.75
,PT_BITME,00,0334 22 10   ,1
,PT_BITME,00,0334 22 12   ,1.25
,PT_BITME,00,0334 22 14   ,1.5
,PT_BITME,00,0334 22 16   ,1.75
,PT_BITME,00,0334 22 20   ,2
,PT_BITME,00,0334 22 22   ,2.25
,PT_BITME,00,0334 22 24   ,2.5
,PT_BITME,00,0334 22 30   ,3
,PT_BITME,00,0334 22 40   ,4
,PT_BITME,00,0334 23 10   ,1
,PT_BITME,00,0334 23 12   ,1.25
,PT_BITME,00,0334 23 14   ,1.5
,PT_BITME,00,0334 23 20   ,2
,PT_BITME,00,0334 23 22   ,2.25
,PT_BITME,00,0334 23 24   ,2.5
,PT_BITME,00,0334 23 30   ,3
,PT_BITME,00,0334 23 34   ,3.5
,PT_BITME,00,0334 23 40   ,4
,PT_BITME,00,0334 23 44   ,4.5
,PT_BITME,00,0334 24  8   ,0.75
,PT_BITME,00,0334 24 10   ,1
,PT_BITME,00,0334 24 12   ,1.25
,PT_BITME,00,0334 24 14   ,1.5
,PT_BITME,00,0334 24 20   ,2
,PT_BITME,00,0334 24 24   ,2.5
,PT_BITME,00,0334 24 30   ,3
,PT_BITME,00,0334 24 34   ,3.5
,PT_BITME,00,0334 24 40   ,4
,PT_BITME,00,0334 24 44   ,4.5
,PT_BITME,00,0334 24 50   ,5
,PT_BITME,00,0334 25  8   ,0.75
,PT_BITME,00,0334 25 10   ,1
,PT_BITME,00,0334 25 12   ,1.25
,PT_BITME,00,0334 25 14   ,1.5
,PT_BITME,00,0334 25 16   ,1.75
,PT_BITME,00,0334 25 20   ,2
,PT_BITME,00,0334 25 22   ,2.25
,PT_BITME,00,0334 25 24   ,2.5
,PT_BITME,00,0334 25 30   ,3
,PT_BITME,00,0334 25 34   ,3.5
,PT_BITME,00,0334 25 40   ,4
,PT_BITME,00,0334 25 44   ,4.5
,PT_BITME,00,0334 25 50   ,5
,PT_BITME,00,0334 25 54   ,5.5
,PT_BITME,00,0334 26 10   ,1
,PT_BITME,00,0334 26 20   ,2
,PT_BITME,00,0334 26 30   ,3
,PT_BITME,00,0334 26 34   ,3.5
,PT_BITME,00,0334 26 40   ,4
,PT_BITME,00,0334 26 50   ,5
,PT_BITME,00,0334 26 64   ,6.5
,PT_BITME,00,0337  7  2   ,1
,PT_BITME,00,0337  7  3   ,1
,PT_BITME,00,0337  7  5   ,1
,PT_BITME,00,0337  7  6   ,1
,PT_BITME,00,0337  7  7   ,1
,PT_BITME,00,0337  7 20   ,1
